slug,name,environment,targetPath,targetFile,prompt,negativePrompt,characterReference,environmentReference
"goblet-lateral-lunge","Goblet Lateral Lunge","home","backend/public/exercises/goblet-lateral-lunge/goblet_lateral_lunge.png","goblet_lateral_lunge.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Goblet Lateral Lunge. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sostén una mancuerna al pecho. RIGHT pose: Mantén el pecho elevado y el pie de la otra pierna firme. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"goblet-squats","Goblet Squats","home","backend/public/exercises/goblet-squats/goblet_squats.png","goblet_squats.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Goblet Squats. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sostén una mancuerna verticalmente contra el pecho. RIGHT pose: Los codos deben pasar entre las rodillas. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"hack-squats","Hack Squats","gym","backend/public/exercises/hack-squats/hack_squats.png","hack_squats.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Hack Squats. Training environment: gym. Muscle focus: Legs. Category: Strength. Equipment required: Machine. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate en la máquina con la espalda contra el respaldo. RIGHT pose: Baja doblando las rodillas. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"half-kneeling-overhead-band-triceps-extension","Half-Kneeling Overhead Band Triceps Extension","home","backend/public/exercises/half-kneeling-overhead-band-triceps-extension/half_kneeling_overhead_band_triceps_extension.png","half_kneeling_overhead_band_triceps_extension.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Half-Kneeling Overhead Band Triceps Extension. Training environment: home. Muscle focus: Arms. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ancla o pisa la banda y lleva las manos detrás de la cabeza. RIGHT pose: Aprieta tríceps al final del recorrido. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"half-kneeling-single-arm-dumbbell-press","Half-Kneeling Single-Arm Dumbbell Press","home","backend/public/exercises/half-kneeling-single-arm-dumbbell-press/half_kneeling_single_arm_dumbbell_press.png","half_kneeling_single_arm_dumbbell_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Half-Kneeling Single-Arm Dumbbell Press. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate en media rodilla sobre la colchoneta. RIGHT pose: Empuja la mancuerna por encima de la cabeza. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"hammer-curls","Hammer Curls","home","backend/public/exercises/hammer-curls/hammer_curls.png","hammer_curls.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Hammer Curls. Training environment: home. Muscle focus: Arms. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Párate con una mancuerna en cada mano. RIGHT pose: Mantén las palmas enfrentadas durante todo el movimiento. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"hanging-knee-raises","Hanging Knee Raises","outdoor","backend/public/exercises/hanging-knee-raises/hanging_knee_raises.png","hanging_knee_raises.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Hanging Knee Raises. Training environment: outdoor. Muscle focus: Core. Category: Strength. Equipment required: Pull Up Bar. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Cuelga de una barra con agarre prono. RIGHT pose: Baja controladamente. Minimal premium outdoor fitness background with the SAME scene for every outdoor exercise: calm park training area, smooth neutral pavement, soft daylight, blurred greenery in the distance, no crowd, no vehicles, no playground distractions, clean composition. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, gym machines, cable station, indoor studio, living room furniture, bedroom, cluttered home interior, rain, dramatic sky","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_outside.png"
"high-knees","High Knees","outdoor","backend/public/exercises/high-knees/high_knees.png","high_knees.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: High Knees. Training environment: outdoor. Muscle focus: Full Body. Category: Cardio. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Párate con los pies a la anchura de las caderas. RIGHT pose: Balancea los brazos. Minimal premium outdoor fitness background with the SAME scene for every outdoor exercise: calm park training area, smooth neutral pavement, soft daylight, blurred greenery in the distance, no crowd, no vehicles, no playground distractions, clean composition. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, gym machines, cable station, indoor studio, living room furniture, bedroom, cluttered home interior, rain, dramatic sky","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_outside.png"
"hill-walk-intervals","Hill Walk Intervals","outdoor","backend/public/exercises/hill-walk-intervals/hill_walk_intervals.png","hill_walk_intervals.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Hill Walk Intervals. Training environment: outdoor. Muscle focus: Legs. Category: Cardio. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Busca una pendiente suave y segura. RIGHT pose: Desciende despacio para recuperar. Minimal premium outdoor fitness background with the SAME scene for every outdoor exercise: calm park training area, smooth neutral pavement, soft daylight, blurred greenery in the distance, no crowd, no vehicles, no playground distractions, clean composition. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, gym machines, cable station, indoor studio, living room furniture, bedroom, cluttered home interior, rain, dramatic sky","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_outside.png"
"hip-thrusts","Hip Thrusts","gym","backend/public/exercises/hip-thrusts/hip_thrusts.png","hip_thrusts.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Hip Thrusts. Training environment: gym. Muscle focus: Legs. Category: Strength. Equipment required: Bench. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en el suelo con la espalda superior contra un banco. RIGHT pose: Empuja a través de los talones para elevar las caderas. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"hollow-body-hold","Hollow Body Hold","home","backend/public/exercises/hollow-body-hold/hollow_body_hold.png","hollow_body_hold.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Hollow Body Hold. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Acuéstate boca arriba. RIGHT pose: Forma una ligera curva con el cuerpo. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"incline-push-ups-on-bench","Incline Push-ups on Bench","home","backend/public/exercises/incline-push-ups-on-bench/incline_push_ups_on_bench.png","incline_push_ups_on_bench.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Incline Push-ups on Bench. Training environment: home. Muscle focus: Chest. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Apoya las manos en un banco o sofá firme. RIGHT pose: Empuja hasta extender los brazos. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"inverted-rows","Inverted Rows","gym","backend/public/exercises/inverted-rows/inverted_rows.png","inverted_rows.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Inverted Rows. Training environment: gym. Muscle focus: Back. Category: Strength. Equipment required: Smith Bar. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate debajo de una barra baja. RIGHT pose: Tira del pecho hacia la barra. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"jump-rope","Jump Rope","outdoor","backend/public/exercises/jump-rope/jump_rope.png","jump_rope.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Jump Rope. Training environment: outdoor. Muscle focus: Full Body. Category: Cardio. Equipment required: Jump Rope. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sostén los mangos de la cuerda. RIGHT pose: Aterriza en las puntas de los pies. Minimal premium outdoor fitness background with the SAME scene for every outdoor exercise: calm park training area, smooth neutral pavement, soft daylight, blurred greenery in the distance, no crowd, no vehicles, no playground distractions, clean composition. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, gym machines, cable station, indoor studio, living room furniture, bedroom, cluttered home interior, rain, dramatic sky","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_outside.png"
"jumping-jacks","Jumping Jacks","home","backend/public/exercises/jumping-jacks/jumping_jacks.png","jumping_jacks.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Jumping Jacks. Training environment: home. Muscle focus: Full Body. Category: Cardio. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Párate con los pies juntos y brazos a los lados. RIGHT pose: Repite en un movimiento fluido. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"kneeling-resistance-band-lat-pulldown","Kneeling Resistance Band Lat Pulldown","home","backend/public/exercises/kneeling-resistance-band-lat-pulldown/kneeling_resistance_band_lat_pulldown.png","kneeling_resistance_band_lat_pulldown.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Kneeling Resistance Band Lat Pulldown. Training environment: home. Muscle focus: Back. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ancla la banda por encima de la cabeza. RIGHT pose: Lleva las manos hacia la parte alta del pecho. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"lat-pulldowns","Lat Pulldowns","gym","backend/public/exercises/lat-pulldowns/lat_pulldowns.png","lat_pulldowns.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Lat Pulldowns. Training environment: gym. Muscle focus: Back. Category: Strength. Equipment required: Cables. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en la máquina con los muslos asegurados bajo las almohadillas. RIGHT pose: Aprieta los omóplatos al final del movimiento. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"lateral-raises","Lateral Raises","home","backend/public/exercises/lateral-raises/lateral_raises.png","lateral_raises.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Lateral Raises. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Párate con los pies a la anchura de los hombros. RIGHT pose: Sube hasta que los brazos estén paralelos al suelo. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
